ID,Timestamp,Contact Method(s),Type progress note here:,Staff Person(s),Primary Issue Area,What organization are you referring this client to?,Ref person,Date of Interaction (mm/dd/yy),Any of the below outcomes achieved?,Date of Outcome (mm/dd/yy),"Based on client's Contact Info and Method, Issue Area, and Staff",Was this client referred to us FROM somewhere else?,IA: Reason for Coming to CSC,IA: Background Information,IA: Strengths,IA: Needs,Short Term Goals,Short Term Goal Timeline,Long Term Goals,Long Term Goal Timeline,ISP: What will you do?,ISP: What will the client do?,Internal Notes,CAPnote,CAPatt,Gross Income,Legal Rent,Type of Subsidy,Effective Rent,Income Period,Internal Notes (previous) + Contracts,cm-actID,dummy1,dummy2,dummy3,dummy4
61,9/8/2010 0:00,,SCRIE Recert,"Christian, Brandon",ED,,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/19/2010,,,,,
61,10/27/2010 0:00,,(ATT),"Christian, Brandon",E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
61,11/5/2010 0:00,,(ATT),"Christian, Brandon",E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
61,11/24/2010 0:00,,(ATT),"Christian, Brandon","ED, S",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
61,1/7/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
61,2/3/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
61,3/7/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
61,4/20/2011 11:47,,"Mr. Miguel , has new rent increase, he is wants to know if Scrie will take over the rent increase, we write a letter to then to find out , and sent copy of the rent increase due MCI.",,ED,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,cap - note & prob att counted 7/15/11; HPD CCC 3-6 2011 - C counted,,,,,
61,11/17/2011 0:00,Person,"Completed SCRIE recertification (has been going since 2004 it seems), income tax form attached.",Christian,ED,,,12/21/2011 16:52,,,NEW,,,,,,,,,,,,,FALSE,FALSE,24416,1058,SCRIE,732.75,yr,,1,,,,
61,4/19/2012 0:00,,"Mr. Miguel needed help to completed survey for his medicare program, done and giving to customer to be mail.",,EE,,,4/25/2012 18:54,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
61,4/19/2012 14:55,,"Mr. Miguel needed help to completed a survey for Medicare, done and giving to client to mail it.",,EE,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
61,4/19/2012 17:10,,Mr. Miguel needed help to completed a Medicare Survey.  Done giving to him to be mail.,,EE,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
61,5/15/2012 0:00,,"Mr. Miguel needed to clarify a letter from SCRIE regarding landlord complaint regarding rent payment from, I told him no pay nothing to landlord,if he wants more money let then take you to court.",,"CN, ED",,,5/16/2012 17:49,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
61,6/5/2012 17:50,,"Giving instructions regarding SCRIE Adjustment, needed to get copy of RN-26 at DHCR approval for the rent increase in the years 2010 ans 2011, in order to sender to Scrie for payment to the landlord.",,"CN, ED",,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
61,6/12/2012 16:10,,"Mr. Miguel brough paper from Division of Housing, still pending for the Rn 26 increase for the year of 2010,11 and 12 approval in order to sent it to SCRIE to credit the landlord the increase money.",,"CN, ED",,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
62,8/31/2010 0:00,,,Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
63,9/1/2010 0:00,,,Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
64,9/2/2010 0:00,,,Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
64,9/13/2010 0:00,,,Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
65,9/2/2010 0:00,Person,"Vermin, insulation, floor problems - repairs would require her to move out (said DHCR said it's not LL's resp to relocate) - looking for new place that would accept her.  I think that she only thinks she needs to move, CV agrees.","Daniel, Christian","C, R, AH","CA, US, Grand",,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted; Capricorn 11/18/2010",1,,,,
65,10/6/2010 0:00,,"Wanted copies of heat fliers for building.  Add ""keep log"" bit?: debate.  She was trying to get out faster than I was trying to get her out.",Daniel,"C, R, AH",Unspecified,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted; Cap - att & note/outcome - 2/22/2011",,,,,
65,10/6/2010 0:00,,(ATT),Daniel,"C, R, AH",Unspecified,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - att & note/outcome - 2/22/2011,,,,,
66,9/2/2010 0:00,,,,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
67,9/3/2010 0:00,Person,Overcharge case.,Brandon,HS,,,9/3/2010 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,1,,,,
67,9/13/2010 0:00,,"Corresponded with client in email regarding his case... long description of possible options for his overcharge case.

We are scheduling an appointment for the near future to work-out the legal reg rent for his unit.",Brandon,HS,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
67,9/16/2010 0:00,,,Brandon,HS,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
67,1/3/2011 0:00,,"11/15/10 -- Ben called to ask some basic questions regarding lawyer fees, etc...  He is weighing his options for his overcharge case.",Brandon,HS,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 121610-31511 HS counted; Capricorn - att and note - 2/22/2011,,,,,
68,9/3/2010 0:00,Person,Unemployment won't renew her.  I called USet. to confirm she could come 9/4 to talk with someone about getting representation in court to appeal.  Also gave her CTA sheets on Appeal and Job Placement.,Daniel,"E, R","US, CTA",,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",1,,,,
68,9/7/2010 0:00,Person,"Ms Perez wanted to know where to turn for assistance regarding the termination of her unemployment benefits.  Having recently collected unemployment benefits, I explained to her the Department of Labor's rules being ready, willing, and able to work when c",John,"C, R","NYSambr: Glick, NYSsen: Duane, Unemployment Action Center ",No,9/7/2010 0:00,Yes,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",1,,,,
68,9/7/2010 0:00,Person,"She was saying she's ready willing and able but didn't look for jobs and log it while she was caring for her husband.  That breaks the Unemp benefits contract.  She can appeal, maybe see if a legislator will intercede, but will be difficult.",John,"E, C, R",Unspecified,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",1,,,,
69,9/3/2010 0:00,,09/03/10 -- Shane stopped in to thank CSC for our help... and had questions about how to deal with an ongoing nuisance neighbor.,Brandon,HS,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
70,9/7/2010 0:00,Phone,Question about suplimental rent increase.,Brandon,C,,,9/7/2010 0:00,Yes,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,2,,,,
71,9/7/2010 0:00,,Real-estate broker.,Brandon,"AH, C",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,9/7/2010 0:00,,Sec 8 Recert,Christian,"C, E",,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/19/2010,,,,,
72,9/8/2010 0:00,,,Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
72,9/15/2010 0:00,,,,"C, OP, E",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
72,10/1/2010 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,10/8/2010 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,10/26/2010 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,10/29/2010 0:00,,(ATT),,C,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,11/9/2010 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,11/10/2010 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,11/19/2010 0:00,,(ATT),Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,11/30/2010 0:00,,(ATT),Christian,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,12/6/2010 0:00,,(ATT),Christian,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,12/7/2010 0:00,,(ATT),Christian,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,12/8/2010 0:00,,(ATT),Christian,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,12/13/2010 0:00,,(ATT),Christian,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,1/5/2011 0:00,,"01/05/11 -- Client came in seeking advice regarding lease issues.  She has been billed twice by her LL for her transfer to a new apt.

I've asked her to establish how many days she occupied both units simultaneously.  I've also asked her to find a her lea",,C,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att and note - 2/22/2011,,,,,
72,1/5/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,1/12/2011 0:00,,Client stopped in with paper work regarding her case.  We consulted for a 20mins... and she still needs to find/identify certain essential doc/noted-dates for her case.,,C,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att and note - 2/22/2011,,,,,
72,1/12/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,1/13/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,1/24/2011 0:00,,(ATT),,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,2/9/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
72,2/15/2011 0:00,,(ATT),,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,NYC210,,,Capricorn - att but not note - 2/22/2011,,,,,
72,2/18/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,2/23/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,3/2/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,9/27/2011 10:44,,"Needed assistance with getting out of a not-contract with Time Warner for a Triple Play, which she can't pay. Also, her phone was cut off?",,R,US,,9/26/2011 0:00,,,DROP,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,1/19/2012 0:00,Person,"Get Landlord enter into a payment agreement with client in rent arrears, make appoitment to sign the agreement in Feb. 3,2012, and not legal fee.",Christian,"EP, EI",,,6/26/2012 0:00,Legal issues related to housing resolved,2/3/2012 0:00,NEW,,"Ms.Campbell, long time member of this community, need help with landlord to make an agreement to be pay rent arrears.",,,,"Call landlord in her behalf and they agree to do in house payment stipulation, make an appoitment for her with for next month Feb. 3, 12.",,"Get the agreement sign, in order that the client remain in her low income apartment.",,"Spoke with the blgd, mgm., the client agree to pay about $68.00 extra a month in top of her rent until she finish to pay all the arrears, and don't have to pay legal fee.",,,TRUE,TRUE,,,,,,n,1,,,,
72,1/31/2012 14:08,Person,"Need to file the School Tax Credit for 2011, done and giving to the client to be mail it.",Christian,EE,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
72,2/2/2012 0:00,,"We get Ms.campbell enter into a payment agreement for the rent arrears that she owe, and we are searching for a program for senior with mental issue for her.",Christian,EP,,,2/7/2012 17:17,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,2/15/2012 15:54,,"Mrs. Campbell need information regarding social security increase, and how  to got to they office regarding her January pension increase.",Christian,EE,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,2/21/2012 17:46,,"Ms.Campbell needed help to get an appoitment with medicaid office and call her mg. Company because late payment in the month of February, she will pay the rent tomorrow.",Christian,EE,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,2/22/2012 12:22,,"Ms. Campbell need make some copies in order to take to the medicaid office, done ans giving to her.",Christian,EE,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,4/25/2012 18:44,,"Ms. Sherley needed help to file her FoodStamp
recertification due aprol 30,12, done and giving to her to go in person to FS Office at 14th St, tomorrow.",,EI,,,,E3,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,n,,,,,
72,5/1/2012 16:18,,Ms. Campbell brough her approval letter fromFood Stamp,,EI,,,,E3,,CONT,,,,,,,,,,,,,TRUE,FALSE,,,,,,n,,,,,
72,5/3/2012 18:37,,"Ms. Campbell brough her free phone to be set up, done .",,EE,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,T4p,,,,,
72,5/4/2012 0:00,,Gave Shirley copy of Assurance Wireless letter with PIN,Daniel,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,nT4p,,,,,
72,5/8/2012 16:27,,"Ms. Campbell needed help to pay her rent and make two payment in rent arrears agreemen. call her mgm.com. and they will accept the late payment, completed the M. O. and giving to her to take to the Mgm. Co.",,EP,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,nT4p,,,,,
72,5/29/2012 17:23,,Need to sent to the Hospital copy of her Medicare and Medicaid for then request a payment for a pending bill.,,EE,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,nT4p,,,,,
72,10/2/2012 18:37,,"Call brother to follow up with her medical appoitment, he will be here to take, on Oct. 5.",,EE,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
72,12/28/2012 13:03,,extermination today,,,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
73,9/7/2010 0:00,Person,"Ms Devitt came in with questions regarding her status as a tenant.  She did not understand that she is a rent-stabilized tenant and that as such she was entitled to receive a rent-stabilization rider, rather than a new lease, whenever she signed the lease renewal.   She also did not understand that the lease renewal process was a separate from her annual obligation to recertify with her landlord, since she lives in LIHTC-funded building.   All of this information was conveyed to and clarified for Ms Devitt by way of a three-way conversation with a representative of her building's managing agent.",John,"C, R",Prestige Management Co.,Joanne Cardona,9/7/2010 0:00,Yes,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",1,,,,
73,3/28/2012 12:53,"Person, Phone","arrears; writes stip w mgmt; called to court - ""in-house stip""; adjourn for lack of time - to 3/29; why in court if did stip?  mgmt says she should ignore it.; needs to go to court, else could be called defaulting.; dont listen to what mgmt says, they are deceiving you.","Brandon, Daniel",HC,,,,,,NEW,JD client,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
74,9/9/2010 0:00,,,,C,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
75,9/9/2010 0:00,Person,"Progressive Mgmt, 440 W 42 St, 54 Bristol St, 446 Hopkinson Ave, 119 Fountain St",Daniel,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
76,9/9/2010 0:00,Person,"Related Mgmt, Grenadier Realty Corp, River Place II",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
77,9/10/2010 0:00,Person,"The client has a rather complicated non=primary residency case being brought against her.  I will send her general info on the subject, but I believ she will need an attorney if the LL moves forward into housing court.",Brandon,C,,,9/10/2010 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, C or EH counted; Capricorn 11/18/2010; USE",1,,,,
77,9/10/2010 0:00,,,Brandon,C,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
77,9/20/2010 0:00,,Sent email regarding additional right in non-prim case. (09/20/10),Brandon,C,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
77,9/29/2010 0:00,,Exchanged several emails about non-prim residence cases.  Client is trying to evaluate how to defend her position.  There is much gray in this case.  She needs an attorney.,Brandon,C,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, C or EH counted; Capricorn 11/18/2010; USE",,,,,
78,9/10/2010 0:00,,,Christian,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - note/outcome but not att - 2/24/2011,,,,,
78,9/15/2010 0:00,,,Christian,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - note/outcome but not att - 2/24/2011,,,,,
78,11/10/2010 0:00,,(ATT),Christian,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - note/outcome and att - 2/27/2011,,,,,
78,11/10/2010 0:00,,"Ms. Concepcion need information regarding her daughter and grandson, to complete the form that has to be sent back to union, in order get her pension approved .  Ms. Concepcioon brough back the needed information and form were completed and giving to Ms.",,ED,,,11/10/2010 0:00,,,NARR,,"Ms.Concepcion need help to completed application in order to get  her union pension,",,,,"Make Ms. Concepcion to get her money from her pension, soon, that  will help her to pay her rent.",,That Ms. Concepcion continues receive her pension for life.,,"we need to file all required documents that the union ask to Ms. Concenpcion, and help her fill out all the forms to be necessary in order for her to be award a pension for life from her union.",,,FALSE,FALSE,,,,,,Cap - note/outcome but not att - 2/24/2011,,,,,
78,1/3/2011 0:00,,(ATT),,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - note/outcome and att - 2/27/2011,,,,,
78,1/13/2011 0:00,,(ATT),,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - note/outcome and att - 2/27/2011,,,,,
78,1/31/2011 0:00,,(ATT),,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - note/outcome and att - 2/27/2011,,,,,
78,2/1/2011 0:00,,(ATT),,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - note/outcome and att - 2/27/2011,,,,,
78,2/7/2011 0:00,,(ATT),,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - note/outcome and att - 2/27/2011,,,,,
78,2/8/2011 0:00,,(ATT),,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Cap - note/outcome and att - 2/27/2011,,,,,
78,3/7/2012 18:38,,"Ms.Concepcion needed to completed Juror Qualification Questionnaire forms, was  done, and giving to her to be mail.",Christian,EE,,,,Juror Forms Compleded,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
78,4/12/2012 15:37,,"CV was out; her nephew spoke with me in fluent English about Medicaid recert (not due until 5/17), and he agreed with me that he could probably fill it out himself. He will call back if he has any questions. We note that this was an instance of someone us",,EE,,,,Empowerment,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
78,4/17/2012 0:00,,"Needed help to read letter from Food Stamp, done",,EI,,,4/18/2012 18:36,E4,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,FS,,,,,,,,
78,5/8/2012 15:50,Person,"Came with check she found on the ground. Written by an Ashley with address in Massachusetts, but memo line is for Rent for LES address. They went to LES address - no answer. Called number - no answer. Daniel told her to leave a message, which she hadn't d",Daniel,EE,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,T4,1,,,,
79,9/13/2010 0:00,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
80,9/13/2010 0:00,Person,"Nurit Tilles and Ulla Dydo – 212.260-3783, ulla@ bway.net – came in inquiring about options for a mutual friend and MHA resident who apparently as a result of longstanding grief over the death of his partner has been unable to meet his rent and other fina",John,"C, E, R",SAGE,no,9/13/2010 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",1,,,,
